('fast_vgs_plus', 'librispeech_train', 0, '0.5', 0.047057659376812555, 3.3870144727772116e-08)
('wav2vec_small', 'spokencoco_val', 7, '0.5', 0.0014436077056773082, 0.8728325391469995)
('wav2vec_small', 'spokencoco_val', 8, '0.5', -0.009553914061329431, 0.2894520237111631)
('wav2vec_small', 'spokencoco_val', 9, '0.5', -0.014142922297530499, 0.11683682505091611)
('wav2vec_small', 'spokencoco_val', 10, '0.5', -0.011387354571975213, 0.20672365257890293)
('wav2vec_small', 'spokencoco_val', 11, '0.5', -0.016732141223452675, 0.06355001418638802)
('fast_vgs', 'librispeech_train', 0, '0.5', 0.03063932640117671, 0.0003268486376323193)
('fast_vgs', 'librispeech_train', 1, '0.5', 0.07096842010126414, 8.021091627701605e-17)
('fast_vgs', 'librispeech_train', 2, '0.5', 0.06823630732032052, 1.1522914499955291e-15)
('fast_vgs', 'librispeech_train', 3, '0.5', 0.0775047343717878, 8.996738624880549e-20)
('fast_vgs', 'librispeech_train', 4, '0.5', 0.08686353869985347, 1.9169683280592903e-24)
('fast_vgs', 'librispeech_train', 5, '0.5', 0.09593911054382889, 1.7631219866198343e-29)
('fast_vgs', 'librispeech_train', 6, '0.5', 0.10327553753396994, 6.433482444180895e-34)
('fast_vgs', 'librispeech_train', 7, '0.5', 0.10465542578598638, 8.648975509077589e-35)
('fast_vgs', 'librispeech_train', 8, '0.5', 0.13548524468820086, 2.503046481351176e-57)
('fast_vgs', 'librispeech_train', 9, '0.5', 0.13594549774210832, 1.0401968666744798e-57)
('fast_vgs', 'librispeech_train', 10, '0.5', 0.1393283251320586, 1.4903375788149896e-60)
('fast_vgs', 'librispeech_train', 11, '0.5', 0.13701740378405258, 1.3298363401815189e-58)
('fast_vgs', 'librispeech_train', 12, '0.5', 0.1344639160499744, 1.7376389102566778e-56)
('wav2vec_random', 'librispeech_train', 0, '0.5', 0.045736940306516524, 8.092166585666812e-08)
('wav2vec_random', 'librispeech_train', 1, '0.5', 0.04636558226717122, 5.361605668592552e-08)
('wav2vec_random', 'librispeech_train', 2, '0.5', 0.04702132148904468, 3.4702467016690085e-08)
('wav2vec_random', 'librispeech_train', 3, '0.5', 0.046219808583334056, 5.9013946354729964e-08)
('wav2vec_random', 'librispeech_train', 4, '0.5', 0.04692660106057707, 3.696637327507198e-08)
('wav2vec_random', 'librispeech_train', 5, '0.5', 0.047685994219221525, 2.2196650263919205e-08)
('wav2vec_random', 'librispeech_train', 6, '0.5', 0.04821741810436857, 1.5461872670832454e-08)
('wav2vec_random', 'librispeech_train', 7, '0.5', 0.048577473351729517, 1.2076290483259195e-08)
('wav2vec_random', 'librispeech_train', 8, '0.5', 0.047910422965852566, 1.906227358936527e-08)
('wav2vec_random', 'librispeech_train', 9, '0.5', 0.047379097010245064, 2.7303421646399706e-08)
('wav2vec_random', 'librispeech_train', 10, '0.5', 0.04775566473828504, 2.1173627675073303e-08)
('wav2vec_random', 'librispeech_train', 11, '0.5', 0.04755917407686143, 2.4183331745830677e-08)
('hubert_base_ls960', 'librispeech_train', 0, '0.5', 0.053801279275243793, 2.749212435361875e-10)
('hubert_base_ls960', 'librispeech_train', 1, '0.5', 0.06999368081136353, 2.1001632252217106e-16)
('hubert_base_ls960', 'librispeech_train', 2, '0.5', 0.0770590386515408, 1.45677692632109e-19)
('hubert_base_ls960', 'librispeech_train', 3, '0.5', 0.08384263752090115, 7.051313580092096e-23)
('hubert_base_ls960', 'librispeech_train', 4, '0.5', 0.08175930023334992, 7.868537491708588e-22)
('hubert_base_ls960', 'librispeech_train', 5, '0.5', 0.0883769647364708, 3.002525248455332e-25)
('hubert_base_ls960', 'librispeech_train', 6, '0.5', 0.09931676469596598, 1.7537259080350377e-31)
('hubert_base_ls960', 'librispeech_train', 7, '0.5', 0.11273620320211876, 3.96921084226377e-40)
('hubert_base_ls960', 'librispeech_train', 8, '0.5', 0.12591891270192382, 1.0573173861136387e-49)
('hubert_base_ls960', 'librispeech_train', 9, '0.5', 0.11909287127420581, 1.3075003367600916e-44)
('hubert_base_ls960', 'librispeech_train', 10, '0.5', 0.10284864651363564, 1.1903932661764e-33)
('hubert_base_ls960', 'librispeech_train', 11, '0.5', 0.10411130609670587, 1.9142651364889822e-34)
('fast_vgs', 'spokencoco_val', 0, '0.5', -0.028207293902597807, 0.001759188199229976)
('fast_vgs', 'spokencoco_val', 1, '0.5', -0.033111241860622906, 0.00024042356551567167)
('fast_vgs', 'spokencoco_val', 2, '0.5', -0.024879615028258893, 0.00579819694573748)
('fast_vgs', 'spokencoco_val', 3, '0.5', -0.02392274886460435, 0.007981777037078678)
('fast_vgs', 'spokencoco_val', 4, '0.5', -0.019814310405997845, 0.028009857290347974)
('fast_vgs', 'spokencoco_val', 5, '0.5', -0.0028045149588390443, 0.7558354612339172)
('fast_vgs', 'spokencoco_val', 6, '0.5', 0.028810171576517163, 0.001398204832740072)
('fast_vgs', 'spokencoco_val', 7, '0.5', 0.06772240572700075, 5.586589863368649e-14)
('fast_vgs', 'spokencoco_val', 8, '0.5', 0.10372971403582494, 9.072894921024658e-31)
('fast_vgs', 'spokencoco_val', 9, '0.5', 0.13075954078085686, 4.997612741333997e-48)
('fast_vgs', 'spokencoco_val', 10, '0.5', 0.12787643783349248, 5.405948004827338e-46)
('fast_vgs', 'spokencoco_val', 11, '0.5', 0.11966742958227401, 1.865376266998832e-40)
('fast_vgs', 'spokencoco_val', 12, '0.5', 0.12767557102655444, 7.462056483556246e-46)
('fast_vgs_plus', 'spokencoco_val', 0, '0.5', -0.026958476281034476, 0.0027934953126443935)
('fast_vgs_plus', 'spokencoco_val', 1, '0.5', -0.023321561702826926, 0.009705341297317132)
('fast_vgs_plus', 'spokencoco_val', 2, '0.5', -0.012352834473119153, 0.1707849930955709)
('fast_vgs_plus', 'spokencoco_val', 3, '0.5', -0.010913679886996281, 0.2262398219106767)
('fast_vgs_plus', 'spokencoco_val', 4, '0.5', -0.013953222735902202, 0.12182620472489034)
('fast_vgs_plus', 'spokencoco_val', 5, '0.5', -0.009637291872364446, 0.28526359203957036)
('fast_vgs_plus', 'spokencoco_val', 6, '0.5', 0.016001391029239483, 0.07601606563078173)
('fast_vgs_plus', 'spokencoco_val', 7, '0.5', 0.0645073326681608, 8.08089285467368e-13)
('fast_vgs_plus', 'spokencoco_val', 8, '0.5', 0.11408484298012382, 6.656309361310394e-37)
('fast_vgs_plus', 'spokencoco_val', 9, '0.5', -0.0035471070067969817, 0.6941049519562199)
('fast_vgs_plus', 'spokencoco_val', 10, '0.5', -0.024302450109565447, 0.007039753973121135)
('fast_vgs_plus', 'spokencoco_val', 11, '0.5', -0.022700487073030372, 0.011826988986711407)
('fast_vgs_plus', 'spokencoco_val', 12, '0.5', -0.02124397917670798, 0.018487121715794017)
('wav2vec_small', 'librispeech_train', 0, '0.5', 0.05162576536079075, 1.3893745261210048e-09)
('wav2vec_small', 'librispeech_train', 1, '0.5', 0.05394382697096776, 2.466792233990188e-10)
('wav2vec_small', 'librispeech_train', 2, '0.5', 0.06815425058522129, 1.24632743506459e-15)
('wav2vec_small', 'librispeech_train', 3, '0.5', 0.0731525251232267, 8.849825370369841e-18)
('wav2vec_small', 'librispeech_train', 4, '0.5', 0.08158019654736541, 9.654629274516358e-22)
('wav2vec_small', 'librispeech_train', 5, '0.5', 0.09316866525788231, 6.866726564035258e-28)
('wav2vec_small', 'librispeech_train', 6, '0.5', 0.10838466088297476, 3.3364524809888374e-37)
('wav2vec_small', 'librispeech_train', 7, '0.5', 0.10000206143540041, 6.748567044418077e-32)
('wav2vec_small', 'librispeech_train', 8, '0.5', 0.07035395247423318, 1.473707693480711e-16)
('wav2vec_small', 'librispeech_train', 9, '0.5', 0.06524518782097768, 1.894633503082135e-14)
('wav2vec_small', 'librispeech_train', 10, '0.5', 0.06880358088924533, 6.682392342741554e-16)
('wav2vec_small', 'librispeech_train', 11, '0.5', 0.07742648948775331, 9.793026349988362e-20)
('hubert_base_ls960', 'spokencoco_val', 0, '0.5', -0.01425863183552622, 0.11387318136237377)
('hubert_base_ls960', 'spokencoco_val', 1, '0.5', -0.016624705504348032, 0.06526929126906748)
('hubert_base_ls960', 'spokencoco_val', 2, '0.5', -0.009775489823754953, 0.27841195019049875)
('hubert_base_ls960', 'spokencoco_val', 3, '0.5', -0.014644355994369126, 0.1044194577474199)
('hubert_base_ls960', 'spokencoco_val', 4, '0.5', -0.00456417537165173, 0.6128142460993478)
('hubert_base_ls960', 'spokencoco_val', 5, '0.5', 0.004433725330219438, 0.6230046900959348)
('hubert_base_ls960', 'spokencoco_val', 6, '0.5', 0.015366430284774739, 0.08840541605130908)
('hubert_base_ls960', 'spokencoco_val', 7, '0.5', 0.025420592246156972, 0.0048174938550888426)
('hubert_base_ls960', 'spokencoco_val', 8, '0.5', 0.04239427863454272, 2.5683844289084836e-06)
('hubert_base_ls960', 'spokencoco_val', 9, '0.5', 0.0296078488070843, 0.00102518888490142)
('hubert_base_ls960', 'spokencoco_val', 10, '0.5', 0.01831258891508687, 0.04229579987722637)
('hubert_base_ls960', 'spokencoco_val', 11, '0.5', 0.00928165630894288, 0.3034159503395208)
